Overview,,,,,,,,,,,,,,,,,,
Mint,Mincovna,Aanmunten,Rahapaja,Hôtel de la Monnaie,Münzer,Zecca,造幣所,Mincerz,Монетный Двор,Acuñador,,,,,,,,
Mountebank,Mastičkář,Charlatan,Petkuttaja,Charlatan,Quacksalber,Ciarlatano,香具師,Szarlatan,Шаралатан,Charlatán,,,,,,,,
Rabble,Dav,Gespuis,Rahvas,Foule,Gesindel,Tumulto,大衆,Motłoch,Сброд,Chusma,,,,,,,,
Royal Seal,Královská pečeť,Koninklijk zegel,Sinetti,Sceau royal,Königliches Siegel,Sigillo Reale,玉璽,Królewska pieczęć,Королевская Печать,Sello Real,,,,,,,,
Vault,Trezor,Schatkelder,Holvi,Chambre forte,Gewölbe,Nascondiglio,保管庫,Składnica,Хранилище,Cripta,,,,,,,,
Venture,Odvážlivec,Waagstuk,Palkkio,Entreprise risquée,Abenteuer,Soldo,投機,Złoty interes,Авантюра,Especulación,,,,,,,,
Goons,Hrdlořez,Domkoppen,Roistot,Fiers-à-bras,Halsabschneider,Scagnozzi,ならず者,Naciągacze,Головорезы,Matones,,,,,,,,
Grand Market,Velký trh,Grote markt,Suurtori,Grand marché,Grosser Markt,Mercato di Lusso,大市場,Wielki targ,Центральный Рынок,Gran Mercado,,,,,,,,
Hoard,Bohatství,Spaargeld,Aarre,Magot,Hort,Mucchio,隠し財産,Krocie,Сокровищница,Tesoro escondido,,,,,,,,
Bank,Banka,Bank,Pankki,Banque,Bank,Banca,銀行,Bank,Банк,Banco,,,,,,,,
Expand,Růst,Uitbreiden,Laajennus,Agrandissement,Ausbau,Ampliamento,拡張,Modernizacja,Расширение,Expansión,,,,,,,,
Forge,Kování,Vervalsen,Ahjo,Forge,Kunstschmiede,Incastonare,鍛造,Płatnerz,Ковка,Forja,,,,,,,,
King's Court,Královský dvůr,Koningshof,Kuninkaan Hovi,Cour du Roi,Königshof,Corte,宮廷,Rada królewska,Королевский Суд,Corte Real,,,,,,,,
Peddler,Podomní obchodník,Venter,Kulkukauppias,Colporteur,Hausierer,Ambulante,行商人,Domokrążca,Коробейник,Buhonero,,,,,,,,
Platinum,Platina,Platina,Platina,Platine,Platin,Platino,白金貨,Platyna,Платина,Platino,,,,,,,,
Colony,Kolonie,Kolonie,Siirtomaa,Colonie,Kolonie,Colonia,植民地,Kolonia,Колония,Colonia,,,,,,,,
[edit]  Cornucopia,,,,,,,,,,,,,,,,,,
English,Czech,Dutch,Finnish,French,German,Italian,Japanese,Polish,Russian,Spanish,,,,,,,,
Bag of Gold,Pytel zlata,Zak met goud,Kultapussi,Sac d'or,Ein Sack voll Gold,Borsa d'Oro,金貨袋,Worek Złota,Мешок Золота,Bolsa de Oro,,,,,,,,
Diadem,Diadém,Tiara,Otsakoru,Diadème,Diadem,Diadema,王冠,Diadem,Диадема,Diadema,,,,,,,,
Followers,Stoupenci,Volgelingen,Seuraajat,Partisans,Gefolge,Sostenitori,郎党,Korowód,Последователи,Seguidores,,,,,,,,
Princess,Princezna,Prinses,Prinsessa,Princesse,Prinzessin,Principessa,王女,Księżniczka,Принцесса,Princesa,,,,,,,,
Trusty Steed,Věrný oř,Trouwe ros,Uskollinen Ratsu,Fidèle destrier,Streitross,Destriero Fedele,名馬,Wierny Rumak,Верный Конь,Corcel Fiel,,,,,,,,
Hamlet,Osada,Gehucht,Kyläraitti,Hameau,Weiler,Borgo,村落,Folwark,Деревушка,Caserío,,,,,,,,
Fortune Teller,Věštkyně,Waarzegster,Ennustaja,Diseuse de bonne aventure,Wahrsagerin,Indovina,占い師,Cyganka,Гадалка,Adivinadora,,,,,,,,
Menagerie,Zvěřinec,Menagerie,Villieläintarha,Ménagerie,Menagerie,Serraglio,移動動物園,Menażeria,Зверинец,Colección de Animales,,,,,,,,
Farming Village,Selský dvůr,Boerendorp,Talonpoikaiskylä,Village agricole,Bauerndorf,Villaggio Agricolo,農村,Farma,Деревня Фермеров,Poblado Agrícola,,,,,,,,
Horse Traders,Koňští handlíři,Paardenhandelaars,Hevoskauppias,Maquignons,Pferdehändler,Mercanti di Cavalli,馬商人,Banda Koniokradów,Торговцы Лошадьми,Tratantes de Caballos,,,,,,,,
Remake,Nové provedení,Nieuwe versie,Jälleenrakennus,Renouvellement,Nachbau,Rifacimento,再建,Rozbiórka,Переделка,Reconstrucción,,,,,,,,
Tournament,Turnaj,Toernooi,Turnajaiset,Tournoi,Turnier,Torneo,馬上槍試合,Turniej Rycerski,Турнир,Torneo,,,,,,,,
Young Witch,Mladá čarodějka,Jonge heks,Nuori noita,Jeune sorcière,Junge Hexe,Giovane Strega,魔女娘,Młoda Wiedźma,Юная Ведьма,Bruja Joven,,,,,,,,
Harvest,Sklizeň,Oogst,Sadonkorjuu,Récolte,Ernte,Mietitura,収穫,Zniwa,Сбор Урожая,Cosecha,,,,,,,,
Horn of Plenty,Roh hojnosti,Hoorn des overvloeds,Runsaudensarvi,Corne d'abondance,Füllhorn,Cornucopia,豊穣の角笛,Róg Obfitości,Рог Изобилия,Cornucopia,,,,,,,,
Hunting Party,Lovci,Jachtgezelschap,Jahti,Chasseurs,Treibjagd,Battuta di Caccia,狩猟団,Polowanie,Охотничий Отряд,Cacería,,,,,,,,
Jester,Šašek,Nar,Narri,Bouffon,Harlekin,Giullare,道化師,Błazen,Шут,Bufón,,,,,,,,
Fairgrounds,Tržiště,Kermisterrein,Markkinat,Champ de foire,Festplatz,Mercatino,品評会,Odpust,Ярмарка,Recinto Ferial,,,,,,,,
[edit]  Hinterlands,,,,,,,,,,,,,,,,,,
English,Czech,Dutch,Finnish,French,German,Italian,Japanese,Russian,Spanish,,,,,,,,,
Crossroads,Křižovatka,Splitsing,Tienristeys,Carrefour,Wegkreuzung,Incrocio,岐路,Перекрёсток,Encrucijada,,,,,,,,,
Duchess,Vévodkyně,Hertogin,Herttuatar,Duchesse,Herzogin,Duchessa,公爵夫人,Герцогиня,Duquesa,,,,,,,,,
Fool's Gold,Kočičí zlato,Klatergoud,Katinkulta,Or des fous,Katzengold,Oro dello Stolto,愚者の黄金,Золото Дураков,Oro Falso,,,,,,,,,
Develop,Výstavba,Ontwikkelen,Grynderi,Développement,Aufbau,Sviluppo,開発,Развитие,Desarrollo,,,,,,,,,
Oasis,Oáza,Oase,Keidas,Oasis,Oase,Oasi,オアシス,Оазис,Oasis,,,,,,,,,
Oracle,Věštírna,Orakel,Oraakkeli,Oracle,Orakel,Oracolo,神託,Оракул,Oráculo,,,,,,,,,
Scheme,Pleticha,Gekonkel,Juoni,Complot,Komplott,Macchinazione,画策,Схема,Confabulación,,,,,,,,,
Tunnel,Tunel,Tunnel,Tunneli,Tunnel,Tunnel,Galleria,坑道,Туннель,Túnel,,,,,,,,,
Jack of all Trades,Všeuměl,Manusje-van-alles,Monitaituri,Touche-à-tout,Lebenskünstler,Tuttofare,よろずや,Мастер на все Руки,Chico para Todo,,,,,,,,,
Noble Brigand,Zbojník,Nobele bandiet,Jalo maantierosvo,Noble brigand,Edler Räuber,Ladro Gentiluomo,義賊,Благородный Разбойник,Bandido Honrado,,,,,,,,,
Nomad Camp,Tábor nomádů,Nomadenkamp,Paimentolaisleiri,Campement nomade,Nomadencamp,Campo Nomadi,遊牧民の野営地,Стойбище,Campamento Nómada,,,,,,,,,
Silk Road,Hedvábná stezka,Zijderoute,Silkkitie,Route de la soie,Seidenstrasse,Via della Seta,シルクロード,Шёлковый Путь,Ruta de la Seda,,,,,,,,,
Spice Merchant,Kořenář,Specerijenkoopman,Maustekauppias,Marchand d'épices,Gewürzhändler,Mercante di Spezie,香辛料商人,Торговец Специями,Mercader de Especias,,,,,,,,,
Trader,Kramář,Handelaar,Kaupustelija,Troqueuse,Fahrender Händler,Commerciante,交易人,Торговец,Comerciante,,,,,,,,,
Cache,Úkryt,Bewaarplaats,Piilo,Cache,Schatztruhe,Forziere,埋蔵金,Схрон,Hallazgo,,,,,,,,,
Cartographer,Kartograf,Cartograaf,Kartanpiirtäjä,Cartographe,Kartograph,Cartografo,地図職人,Картограф,Cartógrafo,,,,,,,,,
Embassy,Vyslanectví,Ambassade,Lähetystö,Ambassade,Botschaft,Diplomatico,大使館,Посольство,Embajada,,,,,,,,,
Haggler,Handlíř,Sjacheraar,Tinkijä,Marchandeur,Feilscher,Contrattazione,値切り屋,Торгаш,Regateador,,,,,,,,,
Highway,Silnice,Hoofdweg,Maantie,Route,Fernstrasse,Strada Maestra,街道,Тракт,Carretera,,,,,,,,,
Ill-Gotten Gains,Nečestné zisky,Gestolen goed,Epäonnen saalis,Argent noir,Blutzoll,Infame Profitto,不正利得,Проклятое Золото,Dinero Sucio,,,,,,,,,
Inn,Hostinec,Herberg,Majatalo,Auberge,Gasthaus,Locanda,宿屋,Постоялый Двор,Posada,,,,,,,,,
Mandarin,Mandarín,Mandarijn,Mandariini,Mandarin,Mandarin,Mandarino,官吏,Мандарин,Mandarín,,,,,,,,,
Margrave,Markrabě,Markgraaf,Markiisi,Margrave,Markgraf,Margravio,辺境伯,Маркграф,Margrave,,,,,,,,,
Stables,Stáje,Stallen,Hevostalli,Écuries,Stallungen,Stalla,厩舎,Конюшня,Caballerizas,,,,,,,,,
Border Village,Pohraniční vesnice,Grensdorp,Rajakylä,Village frontalier,Grenzdorf,Villaggio di Frontiera,国境の村,Пограничная Деревня,Pueblo Fronterizo,,,,,,,,,
Farmland,Úrodná země,Landbouwgrond,Viljelysmaat,Terre agricole,Fruchtbares Land,Terra Coltivata,農地,Угодья,Tierra de Labranza,,,,,,,,,
[edit]  Dark Ages,,,,,,,,,,,,,,,,,,
English,Czech,Dutch,Finnish,French,German,Japanese,Korean,Russian,Spanish,,,,,,,,,
Spoils,Kořist,Buit,Sotasaalis,Butin,Beute,略奪品,전리품,Добыча,Botín,,,,,,,,,
Abandoned Mine,Opuštěný důl,Verlaten Mijn,Raunioitunut kaivos,Mine abandonnée,Verlassene Mine,廃坑,폐광,Заброшенный Рудник,Mina Abandonada,,,,,,,,,
Ruined Library,Zničená knihovna,Ingestorte Bibliotheek,Raunioitunut kirjasto,Bibliothèque en ruines,Zerstörte Bibliothek,図書館跡地,폐허가 된 도서관,Разрушенная Библиотека,Biblioteca en Ruinas,,,,,,,,,
Ruined Market,Zničené tržiště,Verwoeste Markt,Raunioitunut tori,Marché en ruines,Zerstörter Markt,市場跡地,폐허가 된 시장,Разрушенный Рынок,Mercado en Ruinas,,,,,,,,,
Ruined Village,Vypálená vesnice,Vernield Dorp,Raunioitunut kylä,Ville en ruines,Zerstörtes Dorf,廃村,폐허가 된 마을,Разрушенная Деревня,Pueblo en Ruinas,,,,,,,,,
Survivors,Pozůstalí,Overlevenden,Eloonjääneet,Rescapés,Überlebende,生存者,생존자,Уцелевшие,Supervivientes,,,,,,,,,
Hovel,Chýše,Hutje,Röttelö,Cabane,Hütte,納屋,초가집,Лачуга,Casucha,,,,,,,,,
Necropolis,Vylidněné město,Necropolis,Kuolleiden kaupunki,Nécropole,Totenstadt,共同墓地,공동묘지,Некрополь,Necrópolis,,,,,,,,,
Overgrown Estate,Zpustlý statek,Verwilderd Landgoed,Autiotila,Domaine luxuriant,Verfallenes Anwesen,草茂る屋敷,잡초투성이 사유지,Заросшее Поместье,Finca Abandonada,,,,,,,,,
Poor House,Chudobinec,Armenhuis,Köyhäintalo,Hospice,Armenhaus,救貧院,빈민구제소,Богадельня,Hospicio,,,,,,,,,
Beggar,Žebrák,Bedelaar,Kerjäläinen,Mendiant,Bettler,物乞い,거지,Попрошайка,Mendigo,,,,,,,,,
Squire,Panoš,Schildknaap,Aseenkantaja,Écuyer,Knappe,従者,종자,Оруженосец,Escudero,,,,,,,,,
Vagrant,Tulák,Landloper,Kulkuri,Vagabond,Landstreicher,浮浪者,부랑자,Бродяга,Vagabundo,,,,,,,,,
Forager,Sběrač,Jager-Verzamelaar,Keräilijä,Cueilleur,Mundraub,採集者,식량 약탈자,Фуражир,Merodeador,,,,,,,,,
Hermit,Poustevník,Kluizenaar,Erakko,Ermite,Eremit,隠遁者,은둔자,Отшельник,Ermitaño,,,,,,,,,
Madman,Šílenec,Krankzinnige,Kylähullu,Fou,Verrückter,狂人,미치광이,Безумец,Loco,,,,,,,,,
Market Square,Náměstí,Marktplein,Kauppatori,Place du marché,Marktplatz,青空市場,시장 광장,Рыночная Площадь,Plaza del Mercado,,,,,,,,,
Sage,Mudrc,Wijsgeer,Tietäjä,Sage,Weiser,賢者,현자,Мудрец,Sabio,,,,,,,,,
Storeroom,Komora,Berghok,Kellarivarasto,Salle d'entreposage,Lagerraum,物置,저장실,Кладовая,Depósito,,,,,,,,,
Urchin,Darebák,Straatjongen,Katulapsi,Orphelin,Gassenjunge,浮浪児,양아치,Беспризорник,Pillastre,,,,,,,,,
Mercenary,Žoldnéř,Huurling,Palkkasoturi,Mercenaire,Söldner,傭兵,용병,Наёмный Убийца,Mercenario,,,,,,,,,
Armory,Zbrojnice,Wapenkamer,Asevarasto,Armurerie,Waffenkammer,武器庫,무기고,Арсенал,Armería,,,,,,,,,
Death Cart,Pohřební kára,Dodenkar,Ruumisvaunu,Charrette de cadavres,Leichenkarren,死の荷車,시체운반수레,Труповозка,Carro de los Muertos,,,,,,,,,
Feodum,Léno,Feodum,Sarka,Fief,Lehen,封土,봉토,Феод,Feudo,,,,,,,,,
Fortress,Pevnost,Vesting,Linnoitus,Forteresse,Festung,城塞,요새,Крепость,Fortaleza,,,,,,,,,
Ironmonger,Železářství,Metaalhandelaar,Reppuryssä,Ferronnier,Eisenhändler,金物商,철물상,Скобянщик,Ferretero,,,,,,,,,
Marauder,Nájezdník,Stroper,Vandaali,Maraudeur,Marodeur,襲撃者,습격자,Мародёр,Salteador,,,,,,,,,
Procession,Procesí,Optocht,Virkanimitys,Procession,Prozession,行進,행렬,Шествие,Procesión,,,,,,,,,
Rats,Krysy,Ratten,Rotta,Rats,Ratten,ネズミ,쥐떼,Крысы,Ratas,,,,,,,,,
Scavenger,Metař,Scharrelaar,Haaskalintu,Pilleur,Lumpensammler,ゴミあさり,쓰레기 뒤지는 사람,Мусорщик,Carroñero,,,,,,,,,
Wandering Minstrel,Bard,Reizende Minstreel,Trubaduuri,Ménestrel errant,Barde,吟遊詩人,방랑 시인,Странствующий Бард,Juglar,,,,,,,,,
Band of Misfits,Zkrachovalci,Groep Mislukkelingen,Hurja joukko,Malfaiteurs,Vogelfreie,はみだし者,부적응자,Банда Неудачников,Banda de Rufianes,,,,,,,,,
Bandit Camp,Tábor banditů,Bandietenkamp,Rosvoleiri,Camp de bandits,Banditenlager,山賊の宿営地,산적 소굴,Лагерь Разбойников,Campamento de Bandidos,,,,,,,,,
Catacombs,Katakomby,Gewelven,Katakombit,Catacombes,Katakomben,地下墓所,납골당,Катакомбы,Catacumbas,,,,,,,,,
Count,Hrabě,Graaf,Jaarli,Comte,Graf,伯爵,백작,Граф,Conde,,,,,,,,,
Counterfeit,Padělek,Vals Geld,Väärennös,Contrefaçon,Falschgeld,偽造通貨,위조,Подделка,Falsificación,,,,,,,,,
Cultist,Vyznavač,Cultist,Okkultisti,Cultiste,Kultist,狂信者,광신도,Культист,Sectario,,,,,,,,,
Graverobber,Vykradač hrobů,Grafrover,Haudanryöstäjä,Pilleur de tombes,Grabräuber,墓暴き,도굴꾼,Расхититель Могил,Ladrón de Tumbas,,,,,,,,,
Junk Dealer,Vetešník,Opkoper,Romukauppias,Brocanteur,Schrotthändler,屑屋,고물상,Старьёвщик,Chatarrero,,,,,,,,,
Knights,Rytíři,Ridders,Ritarit,Chevalier,Ritter,騎士,기사,Рыцари,Caballero,,,,,,,,,
Dame Anna,Lady Anna,Dame Anna,Dame Jessica,,Dame Anna,デイム ・ アンナ,,,,,,,,,,,,
Dame Josephine,Lady Josefína,Dame Josephine,Dame Louise,,Dame Josephine,デイム ・ ジョセフィーヌ,,,,,,,,,,,,
Dame Molly,Lady Molly,Dame Molly,Dame Luna,,Dame Molly,デイム ・ モリー,,,,,,,,,,,,
Dame Natalie,Lady Natálie,Dame Natalie,Dame Julia,,Dame Natalie,デイム ・ ナタリー,,,,,,,,,,,,
Dame Sylvia,Lady Sylvie,Dame Sylvia,Dame Linda,,Dame Sylvia,デイム ・ シルビア,,,,,,,,,,,,
Sir Bailey,Sir Bailey,Sir Bailey,Sir Julian,,Sir Bailey,サー ・ ベイリー,,,,,,,,,,,,
Sir Destry,Sir Destry,Sir Destry,Sir Nelson,,Sir Destry,サー ・ デストリー,,,,,,,,,,,,
Sir Martin,Sir Martin,Sir Martin,Sir Christian,,Sir Martin,サー ・ マーチン,,,,,,,,,,,,
Sir Michael,Sir Michael,Sir Michael,Sir Markus,,Sir Michael,サー ・ マイケル,,,,,,,,,,,,
Sir Vander,Sir Vander,Sir Vander,Sir Lukas,,Sir Vander,サー ・ ヴァンデル,,,,,,,,,,,,
Mystic,Šamanka,Toverfeeks,Mystikko,Mystique,Medium,秘術師,신비주의자,Мистик,Pitonisa,,,,,,,,,
Pillage,Drancování,Plundering,Ryöstöretki,Pillage,Raubzug,略奪,강탈,Погром,Pillaje,,,,,,,,,
Rebuild,Obnova,Wederopbouw,Kunnostus,Reconstruction,Neubau,建て直し,재건축,Перестройка,Reconstruir,,,,,,,,,
Rogue,Padouch,Schurk,Ryöstäjä,Bandit,Schurke,盗賊,방랑자,Жулик,Granuja,,,,,,,,,
Altar,Oltář,Altaar,Alttari,Autel,Altar,祭壇,제단,Алтарь,Altar,,,,,,,,,
Hunting Grounds,Revír,Jachtvelden,Metsästysmaat,Territoire de chasse,Jagdgründe,狩場,사냥터,Охотничьи Угодья,Coto de Caza,,,,,,,,,
[edit]  Guilds,,,,,,,,,,,,,,,,,,
English,Dutch,Finnish,French,German,Japanese,Korean,Russian,,,,,,,,,,,
Candlestick Maker,Kandelaarmaker,Kynttilänvalaja,Cirier,Leuchtenmacher,蝋燭職人,촛대제작자,Свечной Мастер,,,,,,,,,,,
Stonemason,Steenhouwer,Kivenhakkaaja,Tailleur de pierre,Steinmetz,石工,석공,Каменщик,,,,,,,,,,,
Doctor,Arts,Lääkäri,Médecin,Arzt,医者,의사,Доктор,,,,,,,,,,,
Masterpiece,Meesterwerk,Mestariteos,Chef-d'œuvre,Meisterstück,名品,명작,Шедевр,,,,,,,,,,,
Advisor,Adviseur,Neuvonantaja,Conseiller,Berater,助言者,고문,Советник,,,,,,,,,,,
Plaza,Plaza,Suihkulähde,Place du village,Platz,広場,광장,Площадь,,,,,,,,,,,
Taxman,Belastinginner,Verottaja,Percepteur,Steuereintreiber,収税吏,세금징수원,Сборщик Налогов,,,,,,,,,,,
Herald,Heraut,Airut,Héraut,Herold,伝令官,전령,Глашатай,,,,,,,,,,,
Baker,Bakker,Leipuri,Boulanger,Bäcker,パン屋,제빵사,Пекарь,,,,,,,,,,,
Butcher,Slager,Teurastaja,Boucher,Metzger,肉屋,도살자,Мясник,,,,,,,,,,,
Journeyman,Gezel,Reissumies,Compagnon,Wandergeselle,熟練工,여행자,Подёнщик,,,,,,,,,,,
Merchant Guild,Koopmansgilde,Kilta,Guilde des Marchands,Kaufmannsgilde,商人ギルド,상인조합,Купеческая Гильдия,,,,,,,,,,,
Soothsayer,Helderziende,Manaaja,Devin,WahrsagerWahrsagerinHellseherin,預言者,예언자,Предсказатель,,,,,,,,,,,
[edit]  Adventures,,,,,,,,,,,,,,,,,,
English,Dutch,Finnish,French,German,Japanese,Russian,,,,,,,,,,,,
Coin of the Realm,Koninklijke munt,Kuninkaallinen raha,Monnaie Royale,Königliche Münzen,法貨,Королевская Монета,,,,,,,,,,,,
Page,Wapenknecht,Kisälli,Page,Page,騎士見習い,Паж,,,,,,,,,,,,
Treasure Hunter,Roofridder,Aarteenmetsästäjä,Chasseuse de Trésors,Schatzsucher,トレジャーハンター,Охотник за Сокровищами,,,,,,,,,,,,
Warrior,Krijger,Soturi,Guerrière,Krieger,ウォリアー,Воин,,,,,,,,,,,,
Hero,Held,Sankari,Héroïne,Held,ヒーロー,Герой,,,,,,,,,,,,
Champion,Kampioen,Mestari,Championne,Champion,チャンピオン,Чемпион,,,,,,,,,,,,
Peasant,Boer,Maalainen,Paysan,Kleinbauer,農民,Крестьянин,,,,,,,,,,,,
Soldier,Landsknecht,Sotilas,Soldat,Soldat,兵士,Солдат,,,,,,,,,,,,
Fugitive,Vluchteling,Pakolainen,Fugitif,Flüchtling,脱走兵,Дезертир,,,,,,,,,,,,
Disciple,Leerknecht,Oppilas,Disciple,Schüler,門下生,Ученик,,,,,,,,,,,,
Teacher,Leermeester,Opettaja,Maître,Lehrer,教師,Учитель,,,,,,,,,,,,
Ratcatcher,Rattenvanger,Rotanmetsästäjä,Chasseur de rats,Rattenfänger,鼠捕り,Крысолов,,,,,,,,,,,,
Raze,Afbraak,Hävitys,Démolition,Zerstörung,倒壊,Разрушение,,,,,,,,,,,,
Amulet,Amulet,Amuletti,Amulette,Amulett,魔除け,Амулет,,,,,,,,,,,,
Caravan Guard,Karavaanescorte,Karavaanivartija,Escorte,Karawanenwächter,隊商の護衛,Охрана Каравана,,,,,,,,,,,,
Dungeon,Kerker,Tyrmä,Donjon,Verlies,地下牢,Подземелье,,,,,,,,,,,,
Gear,Uitrusting,Varusteet,Équipement,Ausrüstung,道具,Снаряжение,,,,,,,,,,,,
Guide,Gids,Opas,Guide,Kundschafter,案内人,Проводник,,,,,,,,,,,,
Duplicate,Duplicaat,Kopio,Copie,Duplikat,複製,Дублирование,,,,,,,,,,,,
Magpie,Ekster,Harakka,Pie voleuse,Elster,カササギ,Сорока,,,,,,,,,,,,
Messenger,Koerier,Kuriiri,Courrier,Kurier,使者,Посланник,,,,,,,,,,,,
Miser,Vrek,Saituri,Miséreux,Geizhals,守銭奴,Скряга,,,,,,,,,,,,
Port,Zeehaven,Satamakaupunki,Ville portuaire,Hafenstadt,港町,Порт,,,,,,,,,,,,
Ranger,Woudloper,Samooja,Forestier,Wildhüter,山守,Лесничий,,,,,,,,,,,,
Transmogrify,Metamorfose,Muodonmuutos,Transfiguration,Transformation,変容,Метаморфоза,,,,,,,,,,,,
Artificer,Kanonnengieter,Käsityöläinen,Maître-artisan,Kunsthandwerker,工匠,Ремесленник,,,,,,,,,,,,
Bridge Troll,Brugtrol,Siltapeikko,Pont aux Trolls,Brückentroll,橋の下のトロル,Тролль под Мостом,,,,,,,,,,,,
Distant Lands,Verre landen,Kaukomaat,Terres lointaines,Ferne Lande,遠隔地,Дальние Земли,,,,,,,,,,,,
Giant,Reus,Jättiläinen,Géant,Riese,巨人,Гигант,,,,,,,,,,,,
Haunted Woods,Spookbos,Kummitusmetsä,Bois hantés,Geisterwald,呪いの森,Призрачный Лес,,,,,,,,,,,,
Lost City,Verloren stad,Kadonnut kaupunki,Cité perdue,Verlorene Stadt,失われた都市,Затерянный Город,,,,,,,,,,,,
Relic,Relikwie,Reliikki,Relique,Relikt,遺物,Реликвия,,,,,,,,,,,,
Royal Carriage,Koninklijke koets,Kuninkaalliset vaunut,Cortège royal,Königliche Kutsche,御料車,Королевская Карета,,,,,,,,,,,,
Storyteller,Verteller,Tarinankertoja,Conteuse,Geschichtenerzähler,語り部,Сказочник,,,,,,,,,,,,
Swamp Hag,Heks uit het moeras,Suonoita,Sorcière des marais,Sumpfhexe,沼の妖婆,Болотная Ведьма,,,,,,,,,,,,
Treasure Trove,Verborgen schat,Aarrekasa,Pierres précieuses,Schatz,掘出物,Клад,,,,,,,,,,,,
Wine Merchant,Wijnhandelaar,Viinikauppias,Marchand de vin,Weinhändler,ワイン商,Винный Торговец,,,,,,,,,,,,
Hireling,Huursoldaat,Palkollinen,Recrue,Gefolgsmann,雇人,Наёмник,,,,,,,,,,,,
Alms,Aalmoes,Almut,Aumône,Almosen,施し,Милостыня,,,,,,,,,,,,
Borrow,Lenen,Vippi,Emprunt,Leihgabe,借入,Займ,,,,,,,,,,,,
Quest,Queeste,Seikkailu,Quête,Quest,探索,Поход,,,,,,,,,,,,
Save,Sparen,Säästöt,Resserre,Zuflucht,保存,Сбережение,,,,,,,,,,,,
Scouting Party,Verkennerseenheid,Tiedustelupartio,Pistage,Spähtrupp,偵察隊,Поисковый Отряд,,,,,,,,,,,,
Travelling Fair,Kermis,Kiertelevät markkinat,Forains,Wanderzirkus,移動遊園地,Странствующий Балаган,,,,,,,,,,,,
Bonfire,Vreugdevuur,Kokko,Feu de joie,Freudenfeuer,焚火,Костёр,,,,,,,,,,,,
Expedition,Expeditie,Tutkimusmatka,Expédition,Expedition,探検,Экспедиция,,,,,,,,,,,,
Ferry,Veerboot,Lautta,Bac,Überfahrt,渡し船,Переправа,,,,,,,,,,,,
Plan,Plan,Suunnitelma,Plan de Bataille,Planung,立案,Замысел,,,,,,,,,,,,
Mission,Missie,Tehtävä,Mission,Mission,使節団,Миссия,,,,,,,,,,,,
Pilgrimage,Bedevaart,Pyhiinvaellus,Pèlerinage,Pilgerfahrt,巡礼,Паломничество,,,,,,,,,,,,
Ball,Bal,Tanssiaiset,Bal,Ball,舞踏会,Бал,,,,,,,,,,,,
Raid,Overval,Ryöstöretki,Raid,Überfall,奇襲,Набег,,,,,,,,,,,,
