Overview,,,,,,,,,,,,,,,,,,
Seaway,Zeeroute,Merireitti,Route Maritime,Seeweg,海路,Фарватер,,,,,,,,,,,,
Trade,Handel,Vaihtokauppa,Commerce,Handel,交易,Сделка,,,,,,,,,,,,
Lost Arts,Verloren Kunst,Unohdetut kyvyt,Arts anciens,Verlorene Kunst,失われた技術,Утерянные Искусства,,,,,,,,,,,,
Training,Training,Koulutus,Entraînement,Training,鍛錬,Обучение,,,,,,,,,,,,
Inheritance,Erfenis,Perintö,Héritage,Erbschaft,相続,Наследство,,,,,,,,,,,,
Pathfinding,Woudlopen,Reitin etsintä,Reconnaissance,Wegsuche,誘導,Землепроходство,,,,,,,,,,,,
[edit]  Empires,,,,,,,,,,,,,,,,,,
English,Dutch,Finnish,German,Japanese,Polish,Russian,,,,,,,,,,,,
Engineer,Ingenieur,Rakennusmestari,Ingenieurin,技術者,Inżynier,Инженер,,,,,,,,,,,,
City Quarter,Stadswijk,Kaupunginosa,Stadtviertel,市街,Dzielnica,Городской Квартал,,,,,,,,,,,,
Overlord,Despoot,Ylipäällikkö,Lehnsherr,大君主,Władca,Повелитель,,,,,,,,,,,,
Royal Blacksmith,Koninklijke smid,Kuninkaanseppä,Königlicher Schmied,王室の鍛冶屋,Królewski kowal,Королевский Кузнец,,,,,,,,,,,,
Encampment,Kampement,Leiri,Feldlager,陣地,Obozowisko,Лагерь,,,,,,,,,,,,
Plunder,Plunderen,Ryöstösaalis,Diebesgut,鹵獲品,Zdobycz,Награбленное,,,,,,,,,,,,
Patrician,Patriciër,Patriisi,Patrizier,パトリキ,Patrycjusz,Патриций,,,,,,,,,,,,
Emporium,Emporium,Markkinapaikka,Handelsplatz,エンポリウム,Emporium,Эмпорий,,,,,,,,,,,,
Settlers,Kolonisten,Uudisasukkaat,Siedler,開拓者,Osadnicy,Поселенцы,,,,,,,,,,,,
Bustling Village,Levendig dorp,Vilkas kylä,Emsiges Dorf,騒がしい村,Gwarna wioska,Суетливая Деревня,,,,,,,,,,,,
Castles,Kastelen,Linnat,Schlösser,城,Zamek,Замки,,,,,,,,,,,,
Humble Castle,Bescheiden Kasteel,Vaatimaton linna,Bescheidenes Schloss,粗末な城,Skromny zamek,Скромный Замок,,,,,,,,,,,,
Crumbling Castle,Vervallen Kasteel,Rauniolinna,Verfallendes Schloss,崩れた城,Niszczejący zamek,Полуразрушенный Замок,,,,,,,,,,,,
Small Castle,Klein Kasteel,Pieni linna,Kleines Schloss,小さい城,Mały zamek,Маленький Замок,,,,,,,,,,,,
Haunted Castle,Spookkasteel,Aavelinna,Spukschloss,幽霊城,Nawiedzony zamek,Замок с Привидениями,,,,,,,,,,,,
Opulent Castle,Weelderig Kasteel,Ylenpalttinen linna,Reiches Schloss,華やかな城,Dostatni zamek,Роскошный Замок,,,,,,,,,,,,
Sprawling Castle,Florerend Kasteel,Rönsyilevä linna,Ausgedehntes Schloss,広大な城,Rozległy zamek,Разросшийся Замок,,,,,,,,,,,,
Grand Castle,Groot Kasteel,Suurilinna,Prunkschloss,壮大な城,Okazały zamek,Великий Замок,,,,,,,,,,,,
King's Castle,Koningskasteel,Kuninkaanlinna,Königsschloss,王城,Królewski zamek,Королевский Замок,,,,,,,,,,,,
Catapult,Katapult,Katapultti,Katapult,投石機,Katapulta,Катапульта,,,,,,,,,,,,
Rocks,Rotsblokken,Kivet,Felsen,石,Głazy,Булыжники,,,,,,,,,,,,
Chariot Race,Strijdwagenrace,Vaunukisat,Wagenrennen,戦車競走,Wyścig rydwanów,Гонки на Колесницах,,,,,,,,,,,,
Enchantress,Tovenares,Lumoajatar,Zauberin,女魔術師,Czarodziejka,Заклинательница,,,,,,,,,,,,
Farmers' Market,Boerenmarkt,Maalaismarkkinat,Bauernmarkt,農家の市場,Targ rolny,Фермерский Рынок,,,,,,,,,,,,
Gladiator,Gladiator,Gladiaattori,Gladiator,剣闘士,Gladiator,Гладиатор,,,,,,,,,,,,
Fortune,Fortuin,Palkinto,Reichtum,大金,Fortuna,Состояние,,,,,,,,,,,,
Sacrifice,Offer,Uhraus,Opfer,生贄,Ofiara,Жертвоприношение,,,,,,,,,,,,
Temple,Tempel,Temppeli,Tempel,神殿,Świątynia,Храм,,,,,,,,,,,,
Villa,Villa,Huvila,Villa,ヴィラ,Willa,Вилла,,,,,,,,,,,,
Archive,Archief,Arkisto,Archiv,資料庫,Archiwum,Архив,,,,,,,,,,,,
Capital,Kapitaal,Pääoma,Vermögen,元手,Kapitał,Капитал,,,,,,,,,,,,
Charm,Geluksbrenger,Onnenkalu,Zauber,御守り,Klejnot,Безделушка,,,,,,,,,,,,
Crown,Kroon,Kruunu,Krone,冠,Korona,Корона,,,,,,,,,,,,
Forum,Forum,Foorumi,Forum,公共広場,Forum,Форум,,,,,,,,,,,,
Groundskeeper,Kasteelhovenier,Puutarhuri,Gärtnerin,庭師,Ogrodnik,Садовник,,,,,,,,,,,,
Legionary,Legioensoldaat,Legioonalainen,Legionär,軍団兵,Legionista,Легионер,,,,,,,,,,,,
Wild Hunt,Wilde jacht,Henkijahti,Wilde Jagd,ワイルドハント,Dziki gon,Дикая Охота,,,,,,,,,,,,
Triumph,Triomf,Voitonjuhla,Siegeszug,凱旋,Triumf,Триумф,,,,,,,,,,,,
Annex,Overname,Pakkoliitos,Schlacht,併合,Aneksja,Захват,,,,,,,,,,,,
Donate,Donatie,Lahjoitus,Spende,寄付,Datek,Пожертвование,,,,,,,,,,,,
Advance,Promotie,Ylennys,Aufstieg,昇進,Awans,Продвижение,,,,,,,,,,,,
Delve,Delven,Kaivanto,Erforschen,掘進,Zejście,Шурф,,,,,,,,,,,,
Tax,Belasting,Verotus,Steuer,徴税,Podatek,Налог,,,,,,,,,,,,
Banquet,Banket,Juomingit,Bankett,宴会,Bankiet,Банкет,,,,,,,,,,,,
Ritual,Ritueel,Rituaali,Ritual,儀式,Rytuał,Ритуал,,,,,,,,,,,,
Salt the Earth,Zout der aarde,Myrkytetty maa,Versalztes Land,大地への塩まき,Solna klątwa,Соление Земель,,,,,,,,,,,,
Wedding,Bruiloft,Häät,Hochzeit,結婚式,Zaślubiny,Бракосочетание,,,,,,,,,,,,
Windfall,Meevaller,Onnenkantamoinen,Glücksfall,意外な授かり物,Gratka,Нежданная Удача,,,,,,,,,,,,
Conquest,Verovering,Valloitus,Eroberung,征服,Podbój,Завоевание,,,,,,,,,,,,
Dominate,Overheersing,Nöyryytys,Beherrschen,制圧,Dominacja,Господство,,,,,,,,,,,,
Aqueduct,Aquaduct,Akvedukti,Aquädukt,水道橋,Akwedukt,Акведук,,,,,,,,,,,,
Arena,Arena,Areena,Arena,闘技場,Arena,Арена,,,,,,,,,,,,
Bandit Fort,Bandietenfort,Rosvojen linnake,Räuberfestung,山賊の砦,Fort rozbójników,Укрепления Разбойников,,,,,,,,,,,,
Basilica,Basiliek,Basilika,Basilika,公会堂,Bazylika,Базилика,,,,,,,,,,,,
Baths,Baden,Kylpylä,Badehaus,浴場,Łaźnia,Купальни,,,,,,,,,,,,
Battlefield,Slagveld,Taistelutanner,Schlachtfeld,戦場,Pole bitwy,Поле Боя,,,,,,,,,,,,
Colonnade,Zuilengalerij,Pylväskäytävä,Kolonnaden,列柱,Kolumnada,Колоннада,,,,,,,,,,,,
Defiled Shrine,Geschonden altaar,Häväisty pyhättö,Entweihter Schrein,汚された神殿,Sprofanowane sanktuarium,Осквернённая Святыня,,,,,,,,,,,,
Fountain,Fontein,Toivomuslähde,Brunnen,噴水,Fontanna,Фонтан,,,,,,,,,,,,
Keep,Hoofdtoren,Linnake,Bollwerk,砦,Twierdza,Замковые Укрепления,,,,,,,,,,,,
Labyrinth,Labyrint,Labyrintti,Labyrinth,迷宮,Labirynt,Лабиринт,,,,,,,,,,,,
Mountain Pass,Bergpas,Vuoristoreitti,Gebirgspass,峠,Przełęcz,Горный Перевал,,,,,,,,,,,,
Museum,Museum,Museo,Museum,博物館,Muzeum,Музей,,,,,,,,,,,,
Obelisk,Obelisk,Obeliski,Obelisk,オベリスク,Obelisk,Обелиск,,,,,,,,,,,,
Orchard,Boomgaard,Viinitila,Obstgarten,果樹園,Sad,Фруктовый Сад,,,,,,,,,,,,
Palace,Paleis,Palatsi,Palast,宮殿,Pałac,Дворец,,,,,,,,,,,,
Tomb,Tombe,Hauta,Grabmal,墓標,Grobowiec,Гробница,,,,,,,,,,,,
Tower,Toren,Torni,Turm,塔,Wieża,Башня,,,,,,,,,,,,
Triumphal Arch,Triomfboog,Riemukaari,Triumphbogen,凱旋門,Łuk triumfalny,Триумфальная Арка,,,,,,,,,,,,
Wall,Muur,Muuri,Mauer,壁,Mur,Стена,,,,,,,,,,,,
Wolf Den,Wolvenhol,Sudenpesä,Wolfsbau,狼の巣,Wilcze leże,Волчье Логово,,,,,,,,,,,,
[edit]  Nocturne,,,,,,,,,,,,,,,,,,
English,Dutch,German,Japanese,Russian,,,,,,,,,,,,,,
Druid,Druïde,Druidin,巫女,Друид,,,,,,,,,,,,,,
Faithful Hound,Trouwe hond,Getreuer Hund,忠犬,Верный Пес,,,,,,,,,,,,,,
Guardian,Beschermer,Wächterin,守衛,Страж,,,,,,,,,,,,,,
Monastery,Klooster,Kloster,修道院,Монастырь,,,,,,,,,,,,,,
Pixie,Elfje,Fee,小妖精,Фея,,,,,,,,,,,,,,
Tracker,Spoorzoeker,Fährtensucher,追跡者,Лямочник,,,,,,,,,,,,,,
Changeling,Wisselkind,Wechselbalg,取り替え子,Подменыш,,,,,,,,,,,,,,
Fool,Dwaas,Narr,愚者,Глупец,,,,,,,,,,,,,,
Ghost Town,Spookstad,Geisterstadt,幽霊街,Город-Призрак,,,,,,,,,,,,,,
Leprechaun,Leprechaun,Kobold,家事の妖精,Лепрекон,,,,,,,,,,,,,,
Night Watchman,Nachtwaker,Nachtwache,夜警,Ночной Дозорный,,,,,,,,,,,,,,
Secret Cave,Geheime grot,Geheime Höhle,秘密の洞穴,Тайный Грот,,,,,,,,,,,,,,
Bard,Bard,Minnesängerin,歌人,Бард,,,,,,,,,,,,,,
Blessed Village,Gezegend dorp,Seliges Dorf,恵みの村,Благословенная Деревня,,,,,,,,,,,,,,
Cemetery,Kerkhof,Friedhof,墓場,Погост,,,,,,,,,,,,,,
Conclave,Conclaaf,Konklave,秘密会議,Конклав,,,,,,,,,,,,,,
Devil's Workshop,Atelier van de duivel,Teufelswerkstatt,悪魔の工房,Дьявольская Мастерская,,,,,,,,,,,,,,
Exorcist,Exorcist,Exorzistin,祈祷師,Экзорцист,,,,,,,,,,,,,,
Necromancer,Dodenbezweerder,Totenbeschwörer,魔術師,Некромант,,,,,,,,,,,,,,
Shepherd,Schaapsherder,Schäferin,羊飼い,Пастух,,,,,,,,,,,,,,
Skulk,Skulk,Attentäter,臆病者,Бездельник,,,,,,,,,,,,,,
Cobbler,Schoenmaker,Schuster,靴の妖精,Башмачник,,,,,,,,,,,,,,
Crypt,Crypte,Krypta,地下室,Склеп,,,,,,,,,,,,,,
Cursed Village,Vervloekt dorp,Verfluchtes Dorf,呪われた村,Проклятая Деревня,,,,,,,,,,,,,,
Den of Sin,Huis der zonden,Sündenpfuhl,隠れ家,Логово Греха,,,,,,,,,,,,,,
Idol,Idool,Götze,偶像,Идол,,,,,,,,,,,,,,
Pooka,Pooka,Puka,妖魔,Пука,,,,,,,,,,,,,,
Sacred Grove,Heilig kreupelbos,Heiliger Hain,聖なる土地,Священная Роща,,,,,,,,,,,,,,
Tormentor,Kwelgeest,Folterknecht,厄介者,Истязатель,,,,,,,,,,,,,,
Tragic Hero,Tragische held,Tragischer Held,悲劇の勇者,Трагический Герой,,,,,,,,,,,,,,
Vampire,Vampier,Vampirin,吸血鬼,Вампир,,,,,,,,,,,,,,
Werewolf,Weerwolf,Werwolf,人狼,Оборотень,,,,,,,,,,,,,,
Raider,Plunderaar,Plünderer,夜襲,Налетчик,,,,,,,,,,,,,,
Haunted Mirror,Spookspiegel,Zauberspiegel,呪いの鏡,Призрачное Зеркало,,,,,,,,,,,,,,
Magic Lamp,Magische lamp,Wunderlampe,魔法のランプ,Волшебная Лампа,,,,,,,,,,,,,,
Goat,Geit,Ziege,山羊,Козел,,,,,,,,,,,,,,
Pasture,Weide,Weideland,牧草地,Пастбище,,,,,,,,,,,,,,
Pouch,Buidel,Beutel,革袋,Мешочек,,,,,,,,,,,,,,
Cursed Gold,Vervloekt goud,Verfluchtes Gold,呪われた金貨,Проклятое Золото,,,,,,,,,,,,,,
Lucky Coin,Geluksmunt,Glückstaler,幸運の銅貨,Счастливая Монетка,,,,,,,,,,,,,,
Will-o'-Wisp,Dwaallicht,Irrlicht,鬼火,Блуждающий Огонёк,,,,,,,,,,,,,,
Wish,Wens,Wunsch,大願,Желание,,,,,,,,,,,,,,
Bat,Vleermuis,Fledermaus,蝙蝠,Нетопырь,,,,,,,,,,,,,,
Imp,Duiveltje,Teufelchen,小悪魔,Чертенок,,,,,,,,,,,,,,
Zombie Apprentice,Studerende zombie,Zombie-Lehrling,ゾンビの弟子,Зомби-Подмастерье,,,,,,,,,,,,,,
Zombie Mason,Metselende zombie,Zombie-Maurer,ゾンビの石工,Зомби-Каменотес,,,,,,,,,,,,,,
Zombie Spy,Spionerende zombie,Zombie-Spion,ゾンビの密偵,Зомби-Шпион,,,,,,,,,,,,,,
Ghost,Geest,Geist,幽霊,Призрак,,,,,,,,,,,,,,
The Earth's Gift,Gift van de aarde,Geschenk der Erde,大地の恵み,,,,,,,,,,,,,,,
The Field's Gift,Gift van de akker,Geschenk des Feldes,土地の恵み,,,,,,,,,,,,,,,
The Flame's Gift,Gift van het vuur,Geschenk des Feuers,火の恵み,,,,,,,,,,,,,,,
The Forest's Gift,Gift van het bos,Geschenk des Waldes,森の恵み,,,,,,,,,,,,,,,
The Moon's Gift,Gift van de maan,Geschenk des Mondes,月の恵み,,,,,,,,,,,,,,,
The Mountain's Gift,Gift van de bergen,Geschenk des Berges,山の恵み,,,,,,,,,,,,,,,
The River's Gift,Gift van de rivier,Geschenk des Flusses,川の恵み,,,,,,,,,,,,,,,
The Sea's Gift,Gift van de zee,Geschenk des Meeres,海の恵み,,,,,,,,,,,,,,,
The Sky's Gift,Gift van de hemel,Geschenk des Himmels,空の恵み,,,,,,,,,,,,,,,
The Sun's Gift,Gift van de zon,Geschenk der Sonne,太陽の恵み,,,,,,,,,,,,,,,
The Swamp's Gift,Gift van het moeras,Geschenk des Sumpfes,沼の恵み,,,,,,,,,,,,,,,
The Wind's Gift,Gift van de wind,Geschenk des Windes,風の恵み,,,,,,,,,,,,,,,
Bad Omens,Slechte voortekenen,Schlechtes Omen,悪兆,,,,,,,,,,,,,,,
Delusion,Illusie,Täuschung,妄想,,,,,,,,,,,,,,,
Envy,Jaloezie,Neid,羨望,,,,,,,,,,,,,,,
Famine,Hongersnood,Hungersnot,飢饉,,,,,,,,,,,,,,,
Fear,Angst,Furcht,恐怖,,,,,,,,,,,,,,,
Greed,Hebzucht,Gier,貪欲,,,,,,,,,,,,,,,
Haunting,Spoken,Spuk,憑依,,,,,,,,,,,,,,,
Locusts,Sprinkhanen,Heuschrecken,イナゴ,,,,,,,,,,,,,,,
Misery,Ellende,Elend,苦難,,,,,,,,,,,,,,,
Plague,Plaag,Seuche,伝染病,,,,,,,,,,,,,,,
Poverty,Armoede,Armut,貧困,,,,,,,,,,,,,,,
War,Oorlog,Krieg,戦争,,,,,,,,,,,,,,,
Deluded,Misleid,Getäuscht,混乱,,,,,,,,,,,,,,,
Envious,Jaloers,Neidisch,嫉妬,,,,,,,,,,,,,,,
Lost in the Woods,Verdwaald in het bos,Im Wald verirrt,森の迷子,Потерявшийся В Лесу,,,,,,,,,,,,,,
Miserable,Ellendig,Elendig,没落,,,,,,,,,,,,,,,
Twice Miserable,Dubbel ellendig,Doppelt Elendig,都落ち,,,,,,,,,,,,,,,
[edit]  Renaissance,,,,,,,,,,,,,,,,,,
English,Dutch,German,,,,,,,,,,,,,,,,
Border Guard,Grenswacht,Grenzposten,,,,,,,,,,,,,,,,
Ducat,Dukaat,Goldmünze,,,,,,,,,,,,,,,,
Lackeys,Kamerbedienden,Diener,,,,,,,,,,,,,,,,
Acting Troupe,Toneelgezelschap,Schauspieltruppe,,,,,,,,,,,,,,,,
Cargo Ship,Vrachtschip,Frachtschiff,,,,,,,,,,,,,,,,
Experiment,Experiment,Experiment,,,,,,,,,,,,,,,,
Improve,Verbetering,Fortschritt,,,,,,,,,,,,,,,,
Flag Bearer,Vaandeldrager,Fahnenträger,,,,,,,,,,,,,,,,
Hideout,Schuilplaats,Versteck,,,,,,,,,,,,,,,,
Inventor,Uitvinder,Erfinder,,,,,,,,,,,,,,,,
Mountain Village,Bergdorp,Bergdorf,,,,,,,,,,,,,,,,
Patron,Beschermheer,Patron,,,,,,,,,,,,,,,,
Priest,Priester,Priester,,,,,,,,,,,,,,,,
Research,Onderzoek,Forscherin,,,,,,,,,,,,,,,,
Silk Merchant,Zijdekoopman,Seidenhändlerin,,,,,,,,,,,,,,,,
Old Witch,Oude heks,Alte Hexe,,,,,,,,,,,,,,,,
Recruiter,Ronselaar,Anwerber,,,,,,,,,,,,,,,,
Scepter,Scepter,Zepter,,,,,,,,,,,,,,,,
Scholar,Geleerde,Gelehrte,,,,,,,,,,,,,,,,
Sculptor,Beeldhouwer,Bildhauerin,,,,,,,,,,,,,,,,
Seer,Ziener,Seher,,,,,,,,,,,,,,,,
Spices,Specerijen,Gewürze,,,,,,,,,,,,,,,,
Swashbuckler,Ijzervreter,Freibeuterin,,,,,,,,,,,,,,,,
Treasurer,Schatbewaarder,Schatzmeisterin,,,,,,,,,,,,,,,,
Villain,Slechterik,Schwarzer Meister,,,,,,,,,,,,,,,,
Flag,Vaandel,Fahne,,,,,,,,,,,,,,,,
Horn,Hoorn,Horn,,,,,,,,,,,,,,,,
Key,Sleutel,Schlüssel,,,,,,,,,,,,,,,,
Lantern,Lantaarn,Laterne,,,,,,,,,,,,,,,,
Treasure Chest,Schatkist,Schatzkiste,,,,,,,,,,,,,,,,
Cathedral,Kathedraal,Kathedrale,,,,,,,,,,,,,,,,
City Gate,Stadspoort,Stadttor,,,,,,,,,,,,,,,,
Pageant,Spektakel,Festzug,,,,,,,,,,,,,,,,
Sewers,Riolen,Abwasserkanal,,,,,,,,,,,,,,,,
Star Chart,Sterrenkaart,Sternenkarte,,,,,,,,,,,,,,,,
Exploration,Ontdekkingsreis,Erkundung,,,,,,,,,,,,,,,,
Fair,Braderie,Kleiner Markt,,,,,,,,,,,,,,,,
Silos,Silo's,Speicher,,,,,,,,,,,,,,,,
Sinister Plot,Duistere samenzwering,Finsterer Plan,,,,,,,,,,,,,,,,
Academy,Academie,Akademie,,,,,,,,,,,,,,,,
Capitalism,Kapitalisme,Kapitalismus,,,,,,,,,,,,,,,,
Fleet,Vloot,Flotte,,,,,,,,,,,,,,,,
Guildhall,Gildehuis,Gildenhaus,,,,,,,,,,,,,,,,
Piazza,Plein,Piazza,,,,,,,,,,,,,,,,
Road Network,Wegennet,Strassennetz,,,,,,,,,,,,,,,,
Barracks,Kazerne,Kaserne,,,,,,,,,,,,,,,,
Crop Rotation,Wisselbouw,Fruchtwechsel,,,,,,,,,,,,,,,,
Innovation,Vernieuwing,Innovation,,,,,,,,,,,,,,,,
Canal,Kanaal,Kanal,,,,,,,,,,,,,,,,
Citadel,Burcht,Zitadelle,,,,,,,,,,,,,,,,
[edit]  Menagerie,,,,,,,,,,,,,,,,,,
English,Dutch,German,,,,,,,,,,,,,,,,
Black Cat,Zwarte kat,Schwarze Katze,,,,,,,,,,,,,,,,
Sleigh,Slede,Schlitten,,,,,,,,,,,,,,,,
Supplies,Voorraden,Nachschub,,,,,,,,,,,,,,,,
Camel Train,Kamelenkaravaan,Kamelzug,,,,,,,,,,,,,,,,
Goatherd,Geitenhoeder,Ziegenhirtin,,,,,,,,,,,,,,,,
Horse,Paard,Pferd,,,,,,,,,,,,,,,,
Scrap,Schroot,Schrott,,,,,,,,,,,,,,,,
Sheepdog,Herdershond,Hirtenhund,,,,,,,,,,,,,,,,
Snowy Village,Besneeuwd dorp,Verschneites Dorf,,,,,,,,,,,,,,,,
Stockpile,Reserve,Depot,,,,,,,,,,,,,,,,
Bounty Hunter,Premiejager,Kopfgeldjägerin,,,,,,,,,,,,,,,,
Cardinal,Kardinaal,Kardinal,,,,,,,,,,,,,,,,
Cavalry,Cavalerie,Kavallerie,,,,,,,,,,,,,,,,
Groom,Rijknecht,Stallbursche,,,,,,,,,,,,,,,,
Hostelry,Pension,Herberge,,,,,,,,,,,,,,,,
Village Green,Dorpsweide,Dorfanger,,,,,,,,,,,,,,,,
Fisherman,Visser,Fischer,,,,,,,,,,,,,,,,
Hunting Lodge,Jachthuis,Jagdhütte,,,,,,,,,,,,,,,,
Barge,Aak,Lastkahn,,,,,,,,,,,,,,,,
Coven,Heksenkring,Hexenzirkel,,,,,,,,,,,,,,,,
Displace,Verplaatsing,Vertreibung,,,,,,,,,,,,,,,,
Falconer,Valkenier,Falknerin,,,,,,,,,,,,,,,,
Gatekeeper,Poortwachter,Wache,,,,,,,,,,,,,,,,
Kiln,Oven,Brennofen,,,,,,,,,,,,,,,,
Livery,Stalhouderij,Pferdestall,,,,,,,,,,,,,,,,
Mastermind,Meesterbrein,Drahtzieher,,,,,,,,,,,,,,,,
Paddock,Omheind veld,Koppel,,,,,,,,,,,,,,,,
Sanctuary,Gewijde plek,Zufluchtsort,,,,,,,,,,,,,,,,
Destrier,Krijgsros,Schlachtross,,,,,,,,,,,,,,,,
Wayfarer,Voetreiziger,Wanderin,,,,,,,,,,,,,,,,
Animal Fair,Dierenmarkt,Viehmarkt,,,,,,,,,,,,,,,,
Delay,Vertraging,Verzögerung,,,,,,,,,,,,,,,,
Desperation,Wanhoop,Verzweiflung,,,,,,,,,,,,,,,,
Gamble,Gokken,Wagnis,,,,,,,,,,,,,,,,
Pursue,Nastreven,Verfolgung,,,,,,,,,,,,,,,,
Ride,Rit,Ausritt,,,,,,,,,,,,,,,,
Toil,Gezwoeg,Plackerei,,,,,,,,,,,,,,,,
Enhance,Verhoging,Verbesserung,,,,,,,,,,,,,,,,
March,Mars,Fussmarsch,,,,,,,,,,,,,,,,
Transport,Transport,Transport,,,,,,,,,,,,,,,,
Banish,Verbannen,Verbannung,,,,,,,,,,,,,,,,
Bargain,Koopje,Gutes Geschäft,,,,,,,,,,,,,,,,
Invest,Investeren,Investition,,,,,,,,,,,,,,,,
Seize the Day,Pluk de Dag,Nutze den Tag,,,,,,,,,,,,,,,,
Commerce,Commercie,Kommerz,,,,,,,,,,,,,,,,
Demand,Vraag,Forderung,,,,,,,,,,,,,,,,
Stampede,Stormloop,Stampede,,,,,,,,,,,,,,,,
Reap,Maaien,Reiche Ernte,,,,,,,,,,,,,,,,
Enclave,Enclave,Enklave,,,,,,,,,,,,,,,,
Alliance,Bondgenootschap,Bündnis,,,,,,,,,,,,,,,,
Populate,Bevolken,Besiedlung,,,,,,,,,,,,,,,,
Way of the Butterfly,Spoor van de Vlinder,Weg des Schmetterlings,,,,,,,,,,,,,,,,
Way of the Camel,Spoor van de Kameel,Weg des Kamels,,,,,,,,,,,,,,,,
Way of the Chameleon,Spoor van de Kameleon,Weg des Chamäleons,,,,,,,,,,,,,,,,
Way of the Frog,Spoor van de Kikker,Weg des Frosches,,,,,,,,,,,,,,,,
Way of the Goat,Spoor van de Geit,Weg der Ziege,,,,,,,,,,,,,,,,
Way of the Horse,Spoor van het Paard,Weg des Pferdes,,,,,,,,,,,,,,,,
Way of the Mole,Spoor van de Mol,Weg des Maulwurfs,,,,,,,,,,,,,,,,
Way of the Monkey,Spoor van de Aap,Weg des Affen,,,,,,,,,,,,,,,,
Way of the Mouse,Spoor van de Muis,Weg der Maus,,,,,,,,,,,,,,,,
Way of the Mule,Spoor van de Ezel,Weg des Maultiers,,,,,,,,,,,,,,,,
Way of the Otter,Spoor van de Otter,Weg des Otters,,,,,,,,,,,,,,,,
Way of the Ox,Spoor van de Os,Weg des Ochsen,,,,,,,,,,,,,,,,
Way of the Owl,Spoor van de Uil,Weg der Eule,,,,,,,,,,,,,,,,
Way of the Pig,Spoor van het Varken,Weg des Schweins,,,,,,,,,,,,,,,,
Way of the Rat,Spoor van de Rat,Weg der Ratte,,,,,,,,,,,,,,,,
Way of the Seal,Spoor van de Zeehond,Weg der Robbe,,,,,,,,,,,,,,,,
Way of the Sheep,Spoor van het Schaap,Weg des Schafes,,,,,,,,,,,,,,,,
Way of the Squirrel,Spoor van de Eekhoorn,Weg des Eichhörnchens,,,,,,,,,,,,,,,,
Way of the Turtle,Spoor van de Schildpad,Weg der Schildkröte,,,,,,,,,,,,,,,,
Way of the Worm,Spoor van de Worm,Weg des Wurms,,,,,,,,,,,,,,,,
[edit]  Promo,,,,,,,,,,,,,,,,,,
English,Chinese,Czech,Dutch,Finnish,French,German,Italian,Japanese,Korean,Norwegian,Polish,Russian,Spanish,,,,,
Black Market,黑市,Černý trh,Zwarte Markt,Musta pörssi,Marché noir,Schwarzmarkt,Mercato Nero,闇市場,암시장,,Czarny rynek,Чёрный Рынок,Mercado Negro,,,,,
Church,,,,,,Schweriner Dom,,,,,,,,,,,,
Envoy,使節,Posel,Gezant,Lähettiläs,Délégué,Gesandter,Inviato,公使,사절,,Poseł,Посыльный,Enviado,,,,,
Dismantle,,,Ontmantelen,Purkutyö,Démantèlement,Abbruch,,解体,,,,Разъединение,,,,,,
Sauna,,,,Sauna,Sauna,Sauna,,サウナ,,,Sauna,Сауна,,,,,,
Avanto,,,,Avanto,Trou dans la glace,Eisloch,,アヴァント,,,Przerębel,Прорубь,,,,,,
Walled Village,,Hrazená vesnice,,Linnoitettu kylä,Ville fortifiée,CarcassonneBefestigtes Dorf,,囲郭村,,Befestet landsby,Kasztel,Укреплённая Деревня,Pueblo Amurallado,,,,,
Governor,,,Gouverneur,Kuvernööri,Gouverneur,Gouverneur,,総督,,Guvernør,Gubernator,Губернатор,Gobernador,,,,,
Stash,,Tajná skrýš,Geldbuidel,Kätkö,Cachette,Geldversteck,Gruzzolo,へそくり,비자금,Skjult,Zaskórniak,Тайник,Alijo,,,,,
Captain,,,,,,Kapitän Tobias,,,,,,,,,,,,
Prince,,,Prins,Prinssi,Prince,Prinz,,王子,,,Książę,Принц,Príncipe,,,,,
Summon,,,,,Convocation,Einladung,,召喚,,,,Зов,,,,,,